age,tenure_months,monthly_charges,support_calls,contract_type,churn
67,12,23.672136250082115,1,0,0
45,13,30.802575413069135,2,2,1
45,25,53.88606493387516,9,0,1
54,45,100.25856795798128,0,2,1
58,19,77.20486433693009,1,1,0
53,55,71.26677259564164,6,0,0
44,45,49.348882320812166,9,1,0
34,8,113.17537194328163,1,1,0
26,53,59.70150412371917,5,0,0
50,55,28.70927667957715,2,2,0
37,32,81.70665161178013,3,0,1
30,51,31.383839347660142,7,1,0
45,44,54.52231428016921,2,1,0
65,70,70.7411938717809,9,2,0
46,18,107.42225246851758,5,0,1
30,22,69.35465803401186,0,1,0
63,37,90.22587660316643,6,1,0
52,56,119.28168389990704,7,1,1
23,59,33.148911989798165,7,2,0
35,3,47.473152551951955,2,1,0
68,28,59.45760755976464,9,1,0
22,35,62.18281785388314,0,0,0
64,61,61.102107526554576,8,0,0
42,54,110.76110025565549,5,1,1
19,63,91.40326444668564,8,1,1
27,7,80.79052140907038,6,0,1
47,49,50.93727178627821,0,2,0
67,31,102.37903842212947,0,2,0
62,58,115.5060511484989,5,2,1
22,61,102.11982825502265,4,2,1
50,24,20.15651051914729,8,2,0
18,20,83.64013701834071,1,2,0
35,37,25.11353814421007,7,2,0
49,4,45.76072203337219,4,2,1
64,20,25.952470034777168,1,0,0
66,60,80.37954529493877,9,2,0
28,24,88.65899134926067,5,2,1
38,50,31.448763806590513,9,2,0
43,49,58.38388830449795,7,1,0
42,51,65.62365089555419,3,0,1
39,36,56.90530217609166,1,0,0
44,66,32.1025000485193,4,0,0
66,34,61.89477901874754,1,2,0
30,36,95.11780478084181,1,2,0
50,6,27.100766453325548,5,1,0
51,39,28.018001408190344,9,0,0
58,42,55.47712918359842,8,2,0
52,58,114.1725711618925,3,0,1
18,12,86.85726467229141,5,1,1
38,3,87.86699566725648,6,1,0
65,18,56.1919990837865,5,1,0
23,40,79.36607912085384,7,0,0
45,21,21.01311840277434,3,2,0
34,15,83.60960464095422,0,2,1
22,26,111.32869475762368,6,1,1
48,8,81.25734683448192,2,2,1
22,42,107.3698593466345,5,1,0
55,44,92.39730554660937,1,0,1
20,14,32.055841640369025,8,1,1
40,2,110.24533072858418,0,0,1
54,37,26.64438443557749,5,1,1
54,69,73.39674725477639,5,2,0
27,38,34.213712379345765,4,2,0
27,41,21.170661073090407,4,1,0
36,62,62.2034260127639,0,2,0
34,60,49.50407076541562,9,2,0
38,14,68.60004937976029,4,2,0
31,2,77.71998867345508,1,0,1
26,70,24.373907230894737,6,2,0
63,17,32.30032951237456,2,0,0
18,28,75.86423964504255,3,1,0
68,66,54.316735317265824,2,2,0
62,35,92.9173487549448,2,2,0
30,5,85.22916485919397,3,2,0
21,65,104.56043629899068,4,1,0
18,40,89.24928266692253,0,0,1
66,56,62.99310773901481,3,0,0
57,36,87.29666223944324,7,2,0
49,45,47.538117425541856,9,1,0
51,23,50.631349877821265,6,1,0
45,47,98.89851599207933,8,1,1
48,31,64.64195164015823,4,1,0
25,11,99.83803405183525,9,1,0
56,10,102.24223736682784,3,0,0
43,67,105.75623376612837,7,0,1
51,14,111.66352358412072,8,0,1
20,10,63.098522051329624,6,2,1
67,1,51.88668183211388,6,1,0
29,5,78.21987465941139,4,2,1
18,20,57.117242343762754,3,1,0
61,8,80.1074166800233,9,0,1
22,43,90.55858626438246,0,2,0
47,1,88.84050184921368,9,0,1
47,57,57.45528870201213,9,1,0
34,64,36.68602016987528,6,1,1
65,28,63.05293384622075,0,1,0
64,37,34.25941440819088,0,0,0
40,47,109.00970351838083,4,1,0
32,37,54.58774607378574,8,0,1
54,49,35.44597472233238,5,2,1
38,44,22.544775990575086,2,1,0
31,56,84.58223862864843,2,1,1
19,28,83.69023174547432,6,1,1
28,6,54.060416658129164,5,2,0
68,61,27.1711888847651,8,1,0
56,20,60.9628894895232,5,0,0
55,2,51.121749506339356,4,0,0
51,37,87.71206397350093,9,1,1
55,20,80.57792494526903,6,1,0
67,26,56.459372819754,0,2,0
51,29,41.78925542549901,6,2,0
35,1,118.80359661555919,2,2,0
47,35,65.40016211961148,8,1,0
32,70,88.82742357802371,5,2,1
44,59,34.055296757836075,8,2,0
68,69,68.55896996593978,4,0,0
51,33,22.75367198694655,6,2,0
69,51,70.54551179104499,3,0,0
55,12,116.40174071177023,6,0,1
50,20,58.420671298580025,0,2,0
41,53,23.89960125749116,6,0,1
32,43,23.095579091934354,7,1,1
47,50,58.798675994686946,4,1,0
59,29,36.00249364631941,1,2,0
68,57,22.33520963281859,4,1,0
34,39,95.62136139501769,5,0,1
22,56,65.85230088818906,1,1,0
46,43,48.92447719726545,5,2,1
21,50,110.00831830164807,5,2,1
27,23,31.61389602005256,0,0,0
34,44,115.59188289553192,0,2,0
27,38,51.39667173773528,9,1,0
34,23,108.84036723086813,2,2,0
37,45,80.29428764794616,9,0,1
41,52,102.67073597414874,9,2,1
22,50,118.40131632104642,2,1,0
51,8,48.84054378187457,3,0,0
23,1,116.1135485407593,1,1,1
19,8,58.94818949024204,8,0,1
30,29,58.55119047369223,9,2,0
60,5,54.03871042545057,6,0,1
60,47,74.14076073475852,6,0,1
65,34,35.41450431784871,5,2,0
28,65,75.37114853580113,2,1,0
68,55,74.1704812410004,5,2,0
64,43,96.190181260487,7,0,1
40,30,103.36499619375856,7,2,0
33,17,64.0441350312424,8,0,1
48,26,50.233324935149376,0,2,1
28,8,45.93348973170944,0,2,0
33,47,39.46238367048719,2,1,0
25,46,25.76475821990249,2,0,0
21,68,54.244797883471335,9,1,1
57,33,47.02476921307833,7,0,1
21,1,116.64173858664074,9,2,1
42,19,75.77088262500439,0,0,0
20,31,54.72770390305075,1,1,0
49,14,78.0467600993696,1,1,0
20,53,33.91967013456955,2,1,0
44,48,64.40437492022029,5,0,1
46,69,82.62343214210638,0,1,1
49,62,68.88978317924514,1,1,0
67,66,60.177880065432426,0,1,0
68,64,119.38483888996981,4,2,0
36,70,108.0314762148927,6,2,1
38,63,82.34059581594401,7,0,1
22,33,76.93773611822829,9,0,1
35,41,82.0660479824584,0,1,0
45,48,40.13121078224333,6,2,0
59,13,59.51377432643186,4,1,0
39,31,23.945953289089932,9,1,1
38,68,67.55460374868267,0,2,0
23,4,74.30245839576631,2,2,0
18,19,42.774973610320956,6,2,0
22,70,116.40288471655137,9,0,0
58,13,110.9454610937242,0,0,0
29,23,92.21432354559059,6,1,1
43,1,73.33866287653626,4,0,1
63,54,106.99691596476849,0,2,1
51,71,33.06523438234629,0,2,0
66,15,99.0509794274885,0,0,1
31,65,32.48208139668483,8,1,1
43,71,99.42106625494054,2,1,0
62,15,47.576756825135696,4,0,0
44,21,107.7090581018189,9,1,0
26,19,114.40420938253979,8,1,1
43,60,34.87959694051156,5,1,1
64,33,66.26756050653935,8,2,1
39,49,118.09873781626851,7,2,1
64,35,68.34074359731466,7,0,1
47,44,106.35475225145451,0,2,1
60,11,78.87315221313199,8,1,1
65,66,57.53299079196019,5,2,0
34,46,48.57835555258702,8,0,1
43,9,40.32230910860873,2,2,0
53,3,96.17981913776973,2,1,1
18,26,58.65405068230279,5,1,0
25,48,71.12754622007512,8,0,0
66,66,69.23254800011819,6,2,0
52,70,77.72790292331312,2,2,0
69,28,106.55771456245522,2,2,0
32,26,118.07393435834294,1,1,1
64,25,60.758420857381694,8,0,1
39,12,102.7518922106303,2,2,0
31,5,96.45277946547176,4,1,1
43,48,77.35289514555733,8,1,1
45,37,115.60471436119332,7,1,1
40,44,40.04745155284028,1,2,0
31,15,30.92642103096214,2,2,1
41,43,105.39619669554222,1,2,0
19,48,63.91498166337483,7,2,1
62,70,104.69688542070605,5,2,0
43,46,109.30902051954149,5,2,1
31,43,26.245759361907144,8,2,1
68,21,108.34647629860606,7,2,1
24,23,64.83190553694222,3,2,0
20,47,71.04324890042322,3,1,0
64,15,82.65925110932102,8,2,0
40,25,112.63826067300867,0,0,1
63,36,21.911609442976403,1,1,0
60,51,67.68434683178171,1,2,0
64,15,88.77220424305607,5,0,1
62,68,92.27069576982285,3,2,1
35,21,89.2532431537108,9,0,1
55,13,33.443512940812184,2,0,0
