age,gender,city,monthly_charges,tenure_months,contract_type,support_calls,signup_date,total_charges,churn
57,Female,Islamabad,67.88,34,Two Year,7,2019-05-22 07:23:57.837837,2337.5250980521573,0
18,Male,Peshawar,78.32,57,One Year,8,2019-05-24 03:16:02.162162,4423.375812498346,0
28,Male,Karachi,113.87,49,One Year,0,2019-05-25 23:08:06.486486,5618.419282839661,0
45,Male,Karachi,135.21,53,Two Year,2,2019-05-27 19:00:10.810810,7151.274552640073,0
42,Female,Peshawar,97.1,23,Month-to-Month,6,2019-05-29 14:52:15.135135,2216.4676697817354,1
67,Female,Karachi,70.9,69,Two Year,5,2019-05-31 10:44:19.459459,4894.817573927351,0
40,Male,Lahore,73.64,53,Two Year,6,2019-06-02 06:36:23.783783,3835.7486516439153,0
48,Female,Peshawar,110.43,62,Two Year,7,2019-06-04 02:28:28.108108,6895.264540937824,0
47,Male,Islamabad,20.42,41,One Year,5,2019-06-05 22:20:32.432432,902.3916720757869,0
59,Male,Peshawar,100.55,57,Month-to-Month,2,2019-06-07 18:12:36.756756,5713.348425150251,0
52,Male,Lahore,,60,Month-to-Month,1,2019-06-09 14:04:41.081081,3998.810208545077,0
24,Male,Lahore,123.25,54,Two Year,6,2019-06-11 09:56:45.405405,,0
33,Female,Peshawar,32.09,70,One Year,0,2019-06-13 05:48:49.729729,2241.737122383419,0
43,Female,Peshawar,96.47,57,Two Year,2,2019-06-15 01:40:54.054054,5443.377642364107,0
65,Female,Karachi,82.53,10,One Year,3,2019-06-16 21:32:58.378378,905.0041065975922,0
69,Male,Lahore,103.5,40,One Year,0,2019-06-18 17:25:02.702702,4120.37391475356,0
66,Male,Peshawar,28.43,7,One Year,4,2019-06-20 13:17:07.027027,168.5532615393095,0
19,Male,Peshawar,95.4,38,One Year,9,2019-06-22 09:09:11.351351,3707.1395965666966,0
18,Female,Lahore,92.99,61,Month-to-Month,2,2019-06-24 05:01:15.675675,5702.8929383778095,0
65,Male,Peshawar,92.89,3,One Year,1,2019-06-26 00:53:19.999999,291.5415038029007,0
29,Female,Karachi,98.45,51,One Year,2,2019-06-27 20:45:24.324324,4972.411966829873,0
22,Female,Lahore,107.94,47,Two Year,7,2019-06-29 16:37:28.648648,5113.3202029106615,0
54,Female,Karachi,124.65,68,Two Year,5,2019-07-01 12:29:32.972972,8621.025930275988,0
49,Female,Karachi,55.08,38,Month-to-Month,6,2019-07-03 08:21:37.297297,2137.065383193927,0
26,Female,Karachi,127.26,36,Two Year,5,2019-07-05 04:13:41.621621,4606.164424814629,0
58,Female,Karachi,84.77,41,One Year,5,2019-07-07 00:05:45.945945,3511.6246398243047,0
52,Male,Lahore,30.02,69,Two Year,2,2019-07-08 19:57:50.270270,2054.974233341573,0
36,Male,Karachi,27.61,13,Month-to-Month,7,2019-07-10 15:49:54.594594,342.0474635203426,1
65,Female,Karachi,63.45,58,Two Year,6,2019-07-12 11:41:58.918918,3662.5777257881896,0
33,Female,Peshawar,122.04,50,Two Year,6,2019-07-14 07:34:03.243243,6073.252502230656,0
20,Male,Lahore,112.0,30,Month-to-Month,5,2019-07-16 03:26:07.567567,3342.3777567111993,1
37,Female,Lahore,122.52,62,Month-to-Month,4,2019-07-17 23:18:11.891891,7578.384640387554,1
41,Female,Islamabad,87.24,25,One Year,9,2019-07-19 19:10:16.216216,2168.7657745582933,0
50,Male,Lahore,77.23,27,Two Year,7,2019-07-21 15:02:20.540540,2071.576098420995,1
41,Female,Lahore,39.17,51,One Year,4,2019-07-23 10:54:24.864864,2009.8205928504851,0
69,Female,Islamabad,62.67,57,Two Year,8,2019-07-25 06:46:29.189189,3576.1296509103922,0
28,Female,Lahore,76.42,47,Two Year,8,2019-07-27 02:38:33.513513,3600.1081226755855,0
66,Male,Lahore,31.52,39,One Year,0,2019-07-28 22:30:37.837837,1305.394878167224,0
25,Male,Lahore,48.68,16,Two Year,5,2019-07-30 18:22:42.162162,782.7167119358255,0
53,Male,Lahore,97.77,22,Two Year,6,2019-08-01 14:14:46.486486,2261.484549640039,0
55,Female,Islamabad,115.64,54,Two Year,2,2019-08-03 10:06:50.810810,6262.194476991131,0
57,Female,Lahore,149.79,21,Month-to-Month,6,2019-08-05 05:58:55.135135,3123.2270204558577,1
37,Male,Lahore,141.3,16,One Year,6,2019-08-07 01:50:59.459459,2328.27916195235,0
52,Female,Islamabad,103.53,59,Month-to-Month,1,2019-08-08 21:43:03.783783,6104.2936366145905,1
65,Female,Peshawar,74.76,31,One Year,6,2019-08-10 17:35:08.108108,2197.8757924132933,0
42,Female,Karachi,102.7,42,One Year,0,2019-08-12 13:27:12.432432,4313.199842908241,0
52,Female,Peshawar,122.13,32,Two Year,4,2019-08-14 09:19:16.756756,3895.701208102802,0
42,Female,Islamabad,35.38,59,One Year,8,2019-08-16 05:11:21.081081,2167.747369314417,0
46,Male,Karachi,73.29,34,Month-to-Month,6,2019-08-18 01:03:25.405405,2446.981665749982,1
35,Female,Islamabad,129.17,9,Month-to-Month,6,2019-08-19 20:55:29.729729,1145.8972590960864,1
63,Male,Islamabad,69.9,11,Month-to-Month,1,2019-08-21 16:47:34.054054,832.281968803023,0
35,Female,Lahore,94.34,10,One Year,7,2019-08-23 12:39:38.378378,963.1204266362091,0
19,Male,Karachi,96.41,17,Month-to-Month,2,2019-08-25 08:31:42.702702,1630.3971587513433,1
52,Female,Lahore,43.98,68,One Year,7,2019-08-27 04:23:47.027027,2952.815716676348,0
33,Male,Karachi,67.09,48,Month-to-Month,2,2019-08-29 00:15:51.351351,3237.907286343752,0
58,Female,Islamabad,63.49,52,Month-to-Month,9,2019-08-30 20:07:55.675675,3300.0149428390864,1
53,Male,Islamabad,23.41,25,One Year,6,2019-09-01 15:59:59.999999,546.8585367396402,0
50,Female,Peshawar,23.14,21,Month-to-Month,1,2019-09-03 11:52:04.324324,450.1476729336067,0
21,Male,Karachi,128.12,65,Two Year,3,2019-09-05 07:44:08.648648,8287.076394277747,0
50,Female,Lahore,55.5,63,One Year,5,2019-09-07 03:36:12.972972,3446.872219311806,0
31,Male,Peshawar,87.35,51,One Year,8,2019-09-08 23:28:17.297297,4501.551687998616,0
38,Male,Peshawar,58.83,36,One Year,4,2019-09-10 19:20:21.621621,2157.849667931022,0
65,Female,Peshawar,142.29,66,Two Year,8,2019-09-12 15:12:25.945945,9437.923722819289,0
37,Female,Lahore,53.71,15,One Year,4,2019-09-14 11:04:30.270270,,0
25,Male,Peshawar,75.86,39,Month-to-Month,9,2019-09-16 06:56:34.594594,2946.408560609992,0
24,Female,Lahore,133.45,70,Month-to-Month,7,2019-09-18 02:48:38.918918,9330.280894505433,0
20,Male,Peshawar,129.45,1,Month-to-Month,0,2019-09-19 22:40:43.243243,180.5050786453054,0
34,Male,Lahore,44.19,23,One Year,6,2019-09-21 18:32:47.567567,925.3626089002084,0
50,Male,Islamabad,,39,Month-to-Month,3,2019-09-23 14:24:51.891891,,0
65,Female,Islamabad,79.56,57,One Year,4,2019-09-25 10:16:56.216216,4490.552718624779,0
29,Male,Islamabad,82.79,34,Month-to-Month,5,2019-09-27 06:09:00.540540,2882.8543773294205,1
68,Male,Islamabad,37.35,41,Two Year,4,2019-09-29 02:01:04.864864,1507.4771238276442,0
39,Female,Islamabad,30.48,13,Two Year,0,2019-09-30 21:53:09.189189,314.4405582280113,0
39,Female,Peshawar,114.63,70,Two Year,8,2019-10-02 17:45:13.513513,8035.271182112339,0
63,Female,Peshawar,84.54,6,Two Year,1,2019-10-04 13:37:17.837837,488.7342902553043,0
47,Female,Peshawar,76.79,52,One Year,8,2019-10-06 09:29:22.162162,3965.2335596157523,0
55,Male,Lahore,114.84,3,Month-to-Month,9,2019-10-08 05:21:26.486486,311.51840216370863,1
55,Male,Lahore,119.52,63,Two Year,1,2019-10-10 01:13:30.810810,7494.785761041959,0
62,Male,Lahore,40.66,49,One Year,8,2019-10-11 21:05:35.135135,2027.7680157428322,0
68,Male,Lahore,99.33,47,Two Year,5,2019-10-13 16:57:39.459459,4679.699368327892,0
25,Female,Islamabad,37.6,55,Two Year,8,2019-10-15 12:49:43.783783,2058.1017122184735,0
44,Male,Islamabad,117.68,64,One Year,5,2019-10-17 08:41:48.108108,7476.608056157684,0
44,Male,Islamabad,105.4,65,One Year,5,2019-10-19 04:33:52.432432,6842.555333830604,0
51,Female,Karachi,144.36,67,Month-to-Month,1,2019-10-21 00:25:56.756756,9685.151392880001,0
38,Male,Peshawar,28.96,15,Month-to-Month,7,2019-10-22 20:18:01.081081,449.33272241297453,1
47,Male,Lahore,27.42,32,Two Year,2,2019-10-24 16:10:05.405405,885.4842191495885,0
50,Male,Lahore,56.68,68,Two Year,6,2019-10-26 12:02:09.729729,3808.110366658623,0
45,Male,Islamabad,54.02,18,Month-to-Month,4,2019-10-28 07:54:14.054054,852.201170370399,0
64,Male,Lahore,52.11,43,Month-to-Month,2,2019-10-30 03:46:18.378378,2330.710938002597,0
50,Male,Lahore,137.81,35,One Year,0,2019-10-31 23:38:22.702702,4757.868156294574,0
22,Female,Peshawar,52.44,58,Month-to-Month,7,2019-11-02 19:30:27.027027,2943.272102066653,0
65,Female,Islamabad,55.35,33,Month-to-Month,2,2019-11-04 15:22:31.351351,,1
36,Male,Peshawar,118.72,14,Two Year,1,2019-11-06 11:14:35.675675,1576.6540748384639,0
21,Male,Karachi,78.47,34,Month-to-Month,0,2019-11-08 07:06:39.999999,2627.7400625712557,0
52,Female,Karachi,120.97,61,Two Year,3,2019-11-10 02:58:44.324324,7406.612521290442,0
66,Male,Karachi,28.5,4,Month-to-Month,7,2019-11-11 22:50:48.648648,202.6343634237023,1
34,Male,Islamabad,83.38,59,One Year,2,2019-11-13 18:42:52.972972,4938.795590413619,0
61,Male,Lahore,24.37,29,Month-to-Month,0,2019-11-15 14:34:57.297297,684.772036456156,0
45,Female,Islamabad,28.14,6,Month-to-Month,3,2019-11-17 10:27:01.621621,166.26902227965792,1
47,Male,Islamabad,137.84,49,Month-to-Month,8,2019-11-19 06:19:05.945945,6663.730702141254,1
46,Female,Lahore,38.1,40,Two Year,0,2019-11-21 02:11:10.270270,1501.4623945417425,0
63,Male,Peshawar,89.21,65,One Year,1,2019-11-22 22:03:14.594594,5776.160919803652,0
23,Female,Karachi,73.44,69,Month-to-Month,8,2019-11-24 17:55:18.918918,5075.026433106858,0
52,Female,Peshawar,65.15,27,Two Year,1,2019-11-26 13:47:23.243243,1856.1594806346886,0
58,Male,Karachi,136.98,6,One Year,2,2019-11-28 09:39:27.567567,725.0402355633879,0
54,Female,Islamabad,22.84,13,Two Year,6,2019-11-30 05:31:31.891891,276.53611942127566,0
41,Male,Karachi,106.29,64,Two Year,2,2019-12-02 01:23:36.216216,6710.884522800408,0
46,Female,Islamabad,145.24,62,One Year,8,2019-12-03 21:15:40.540540,8979.711795337476,0
66,Male,Peshawar,92.82,19,Month-to-Month,5,2019-12-05 17:07:44.864864,1720.3498929441002,1
63,Male,Islamabad,141.79,43,Two Year,2,2019-12-07 12:59:49.189189,6022.252684624929,0
48,Female,Peshawar,26.79,20,Two Year,8,2019-12-09 08:51:53.513513,581.4546015264889,1
52,Male,Lahore,74.44,68,Month-to-Month,0,2019-12-11 04:43:57.837837,5074.702385192521,0
50,Male,Lahore,53.82,44,Month-to-Month,9,2019-12-13 00:36:02.162162,2407.872781482702,1
69,Female,Lahore,115.01,23,One Year,2,2019-12-14 20:28:06.486486,2618.6473087666254,1
38,Male,Islamabad,147.57,2,One Year,0,2019-12-16 16:20:10.810810,291.60417621099583,0
49,Male,Lahore,53.35,22,One Year,1,2019-12-18 12:12:15.135135,1253.4320320608158,0
40,Female,Karachi,105.04,57,Month-to-Month,7,2019-12-20 08:04:19.459459,5987.143990244545,0
50,Female,Peshawar,45.75,7,Two Year,6,2019-12-22 03:56:23.783783,360.6478274579721,1
20,Male,Peshawar,93.49,56,Two Year,1,2019-12-23 23:48:28.108108,5204.567184864163,0
35,Male,Karachi,80.31,67,One Year,1,2019-12-25 19:40:32.432432,5416.570867168213,0
42,Female,Islamabad,146.36,16,Month-to-Month,8,2019-12-27 15:32:36.756756,,1
59,Female,Islamabad,99.11,51,Two Year,5,2019-12-29 11:24:41.081081,4959.788881197016,0
48,Male,Peshawar,65.44,12,One Year,4,2019-12-31 07:16:45.405405,784.9008556039479,0
20,Female,Lahore,34.83,53,Two Year,9,2020-01-02 03:08:49.729729,1822.474842869802,0
57,Male,Islamabad,39.66,5,Two Year,5,2020-01-03 23:00:54.054054,117.06093203013687,0
63,Male,Islamabad,49.29,27,Month-to-Month,8,2020-01-05 18:52:58.378378,1340.4046425836586,1
41,Male,Karachi,52.63,12,Month-to-Month,6,2020-01-07 14:45:02.702702,586.8836757523339,0
67,Male,Karachi,130.58,17,Two Year,9,2020-01-09 10:37:07.027027,2374.492063923134,0
49,Male,Lahore,92.96,6,One Year,9,2020-01-11 06:29:11.351351,484.5378883293166,1
64,Female,Islamabad,88.04,5,Month-to-Month,8,2020-01-13 02:21:15.675675,379.5537528774931,1
39,Female,Islamabad,34.92,57,Two Year,3,2020-01-14 22:13:19.999999,2033.9175553323896,0
40,Female,Karachi,131.82,28,Month-to-Month,1,2020-01-16 18:05:24.324324,3684.3089059679955,0
19,Female,Islamabad,113.97,69,Month-to-Month,7,2020-01-18 13:57:28.648648,7906.390115463111,1
44,Male,Peshawar,28.8,59,Month-to-Month,3,2020-01-20 09:49:32.972972,1718.2195526948951,0
59,Male,Karachi,112.02,33,Two Year,8,2020-01-22 05:41:37.297297,3667.544643603441,0
19,Male,Lahore,90.66,62,One Year,3,2020-01-24 01:33:41.621621,5551.965380346019,0
43,Male,Karachi,30.62,50,One Year,7,2020-01-25 21:25:45.945945,1584.5541540364015,0
34,Female,Islamabad,79.58,19,One Year,8,2020-01-27 17:17:50.270270,1447.597490720535,0
57,Male,Lahore,83.01,69,Month-to-Month,8,2020-01-29 13:09:54.594594,5755.635298058209,0
50,Male,Karachi,41.55,66,Two Year,9,2020-01-31 09:01:58.918918,2788.249937862842,0
26,Female,Peshawar,142.94,47,Month-to-Month,3,2020-02-02 04:54:03.243243,6711.834109798502,1
60,Female,Peshawar,130.5,39,One Year,0,2020-02-04 00:46:07.567567,5074.29262321561,0
65,Female,Karachi,106.97,68,One Year,2,2020-02-05 20:38:11.891891,7224.773694766949,0
56,Female,Peshawar,80.1,33,Two Year,8,2020-02-07 16:30:16.216216,2666.437135835215,0
46,Male,Peshawar,73.53,13,Month-to-Month,3,2020-02-09 12:22:20.540540,803.5935584459194,1
59,Male,Peshawar,104.63,54,One Year,4,2020-02-11 08:14:24.864864,5685.8063169528405,0
43,Female,Lahore,90.91,7,Two Year,6,2020-02-13 04:06:29.189189,642.3438170487857,0
52,Male,Peshawar,28.1,14,Month-to-Month,4,2020-02-14 23:58:33.513513,382.2592150140159,1
67,Male,Peshawar,86.63,19,Month-to-Month,3,2020-02-16 19:50:37.837837,,1
42,Male,Peshawar,,54,One Year,1,2020-02-18 15:42:42.162162,6672.1421804033935,0
41,Female,Lahore,79.7,20,One Year,1,2020-02-20 11:34:46.486486,1473.3503655962058,0
30,Male,Karachi,26.75,29,Month-to-Month,3,2020-02-22 07:26:50.810810,799.178753497698,1
24,Female,Islamabad,122.22,24,Month-to-Month,9,2020-02-24 03:18:55.135135,,1
53,Male,Peshawar,46.18,63,One Year,9,2020-02-25 23:10:59.459459,2822.369901403163,0
62,Male,Karachi,53.62,57,Month-to-Month,8,2020-02-27 19:03:03.783783,3003.715996150179,1
37,Male,Peshawar,41.41,8,One Year,7,2020-02-29 14:55:08.108108,368.89624465137183,1
18,Female,Lahore,62.93,62,Month-to-Month,2,2020-03-02 10:47:12.432432,3919.6044879973424,0
25,Male,Karachi,118.38,29,One Year,8,2020-03-04 06:39:16.756756,3581.1754228153354,0
63,Female,Lahore,87.52,17,Two Year,4,2020-03-06 02:31:21.081081,1541.6228734412948,0
33,Female,Peshawar,46.63,66,One Year,2,2020-03-07 22:23:25.405405,3119.3512235946528,0
31,Female,Peshawar,134.12,6,One Year,4,2020-03-09 18:15:29.729729,766.5305650002559,1
29,Male,Lahore,134.35,58,Two Year,9,2020-03-11 14:07:34.054054,7818.540289819533,0
68,Male,Islamabad,133.18,69,Month-to-Month,3,2020-03-13 09:59:38.378378,9264.190683123768,0
40,Male,Lahore,51.04,28,Two Year,7,2020-03-15 05:51:42.702702,1420.9004617463547,0
32,Male,Peshawar,78.66,62,One Year,4,2020-03-17 01:43:47.027027,4871.059271313144,0
45,Female,Lahore,148.05,41,Month-to-Month,9,2020-03-18 21:35:51.351351,6077.1176763303465,1
51,Female,Islamabad,120.36,69,Two Year,7,2020-03-20 17:27:55.675675,8271.615065926388,0
19,Female,Lahore,23.53,41,Month-to-Month,8,2020-03-22 13:19:59.999999,978.1781757061657,1
49,Male,Islamabad,28.48,49,Month-to-Month,3,2020-03-24 09:12:04.324324,1407.718606913784,0
40,Female,Islamabad,80.31,49,Two Year,6,2020-03-26 05:04:08.648648,4009.189320659033,0
39,Male,Lahore,138.2,71,Month-to-Month,1,2020-03-28 00:56:12.972972,9802.730377874464,0
68,Female,Lahore,90.03,3,Two Year,5,2020-03-29 20:48:17.297297,303.82642730317536,0
42,Male,Karachi,84.72,10,One Year,7,2020-03-31 16:40:21.621621,839.2217359003974,1
39,Male,Peshawar,33.71,35,Month-to-Month,6,2020-04-02 12:32:25.945945,1211.8379720891123,1
39,Female,Islamabad,105.38,2,One Year,6,2020-04-04 08:24:30.270270,198.2570772104051,0
66,Female,Karachi,126.87,24,One Year,7,2020-04-06 04:16:34.594594,3073.5536493472605,0
69,Female,Lahore,69.45,38,Month-to-Month,6,2020-04-08 00:08:38.918918,2675.511791454422,0
59,Female,Peshawar,120.83,22,Two Year,4,2020-04-09 20:00:43.243243,2604.927193347109,0
23,Male,Karachi,145.38,26,Month-to-Month,6,2020-04-11 15:52:47.567567,3834.9987710335304,1
32,Female,Islamabad,46.49,43,One Year,9,2020-04-13 11:44:51.891891,1990.746130652599,0
60,Female,Karachi,88.03,55,One Year,2,2020-04-15 07:36:56.216216,4818.160165268692,0
54,Female,Islamabad,57.33,39,Two Year,4,2020-04-17 03:29:00.540540,,0
50,Male,Lahore,123.07,29,Month-to-Month,6,2020-04-18 23:21:04.864864,3583.9400139049117,1
25,Male,Peshawar,95.09,20,One Year,8,2020-04-20 19:13:09.189189,1901.5689155548241,0
61,Female,Peshawar,102.5,41,One Year,1,2020-04-22 15:05:13.513513,4221.0403592770845,0
61,Male,Peshawar,123.73,54,One Year,3,2020-04-24 10:57:17.837837,6700.931039215924,0
22,Female,Lahore,71.48,20,Two Year,6,2020-04-26 06:49:22.162162,1460.029232267509,1
56,Male,Islamabad,138.96,19,One Year,0,2020-04-28 02:41:26.486486,2779.054205807653,0
21,Male,Lahore,89.29,66,One Year,1,2020-04-29 22:33:30.810810,5895.124587866593,0
23,Male,Peshawar,40.53,30,Month-to-Month,8,2020-05-01 18:25:35.135135,1179.1713306713714,1
62,Male,Lahore,110.47,53,Month-to-Month,9,2020-05-03 14:17:39.459459,5753.919333383088,1
49,Female,Lahore,123.12,34,One Year,6,2020-05-05 10:09:43.783783,4126.314160090471,0
69,Female,Lahore,61.18,22,One Year,9,2020-05-07 06:01:48.108108,1407.7274325376457,0
47,Female,Islamabad,131.43,67,Month-to-Month,6,2020-05-09 01:53:52.432432,8841.806225338656,0
64,Male,Karachi,137.8,6,Two Year,5,2020-05-10 21:45:56.756756,759.3006976742504,0
52,Female,Karachi,56.0,27,Two Year,2,2020-05-12 17:38:01.081081,1635.210622049961,0
57,Female,Lahore,147.86,10,Two Year,9,2020-05-14 13:30:05.405405,1494.9382238830756,0
69,Female,Karachi,38.29,48,Two Year,2,2020-05-16 09:22:09.729729,1860.935835994017,0
33,Male,Karachi,46.26,70,Two Year,1,2020-05-18 05:14:14.054054,3350.411258996804,0
30,Male,Lahore,43.95,59,Two Year,5,2020-05-20 01:06:18.378378,2680.0227860414107,0
67,Male,Lahore,136.22,59,Two Year,3,2020-05-21 20:58:22.702702,8076.036873791608,0
59,Female,Peshawar,105.06,2,Two Year,4,2020-05-23 16:50:27.027027,251.58069704131276,0
47,Female,Karachi,39.77,29,Month-to-Month,2,2020-05-25 12:42:31.351351,1199.4692548085434,0
36,Female,Islamabad,77.24,68,Two Year,5,2020-05-27 08:34:35.675675,5240.271643414399,0
34,Male,Lahore,99.99,65,Two Year,2,2020-05-29 04:26:40.000000,6513.6896448772095,0
36,Male,Peshawar,30.85,26,Two Year,7,2020-05-31 00:18:44.324324,830.8160247037357,0
45,Female,Islamabad,134.71,10,One Year,8,2020-06-01 20:10:48.648648,1340.7608702810796,1
43,Male,Karachi,124.47,53,Month-to-Month,3,2020-06-03 16:02:52.972972,6548.639024514222,1
54,Male,Peshawar,85.68,59,Month-to-Month,8,2020-06-05 11:54:57.297297,5041.813479934567,0
43,Male,Lahore,145.73,22,Month-to-Month,6,2020-06-07 07:47:01.621621,3156.663369604704,0
40,Male,Islamabad,74.31,51,Two Year,2,2020-06-09 03:39:05.945945,3793.0286285436114,0
26,Female,Lahore,147.93,48,Two Year,6,2020-06-10 23:31:10.270270,7011.617142399675,0
29,Male,Karachi,106.83,21,One Year,0,2020-06-12 19:23:14.594594,2260.4819255253774,0
18,Male,Islamabad,102.51,22,Month-to-Month,2,2020-06-14 15:15:18.918918,2173.656275221592,0
18,Male,Karachi,41.57,30,Two Year,5,2020-06-16 11:07:23.243243,1226.9263470003496,0
64,Male,Karachi,134.65,25,Month-to-Month,3,2020-06-18 06:59:27.567567,3391.4550537240425,1
51,Female,Peshawar,75.57,28,One Year,6,2020-06-20 02:51:31.891891,2155.5173355756265,0
49,Female,Lahore,41.09,65,One Year,2,2020-06-21 22:43:36.216216,2704.4679604441753,0
65,Male,Islamabad,21.64,45,One Year,0,2020-06-23 18:35:40.540540,989.7866957236942,0
42,Male,Karachi,92.77,68,Month-to-Month,8,2020-06-25 14:27:44.864864,6252.3963342376255,1
57,Male,Karachi,88.56,7,Two Year,5,2020-06-27 10:19:49.189189,668.950417743338,0
62,Male,Islamabad,113.52,49,Two Year,7,2020-06-29 06:11:53.513513,5507.659931774744,1
18,Male,Karachi,135.73,9,One Year,2,2020-07-01 02:03:57.837837,1276.2987910227162,0
33,Male,Peshawar,30.32,36,Two Year,7,2020-07-02 21:56:02.162162,1122.9052378740853,0
56,Female,Peshawar,115.09,1,One Year,1,2020-07-04 17:48:06.486486,183.0350757369769,0
22,Male,Peshawar,44.36,10,Month-to-Month,3,2020-07-06 13:40:10.810810,444.84342420081487,1
39,Female,Peshawar,131.56,36,One Year,2,2020-07-08 09:32:15.135135,4695.2217946394485,0
46,Female,Karachi,126.48,46,Month-to-Month,9,2020-07-10 05:24:19.459459,5753.447373792037,1
20,Male,Islamabad,90.3,32,One Year,0,2020-07-12 01:16:23.783783,2830.5210332713536,0
29,Female,Islamabad,112.33,32,Two Year,6,2020-07-13 21:08:28.108108,3512.7212625696493,0
43,Female,Islamabad,60.87,6,Two Year,9,2020-07-15 17:00:32.432432,412.3201458468282,1
33,Female,Islamabad,81.25,48,One Year,1,2020-07-17 12:52:36.756756,3953.37084765162,0
68,Female,Lahore,126.81,38,Two Year,3,2020-07-19 08:44:41.081081,4846.464996262842,0
54,Female,Islamabad,79.7,17,Two Year,8,2020-07-21 04:36:45.405405,1353.2479543963361,0
39,Female,Lahore,66.51,27,Two Year,5,2020-07-23 00:28:49.729729,1898.8179718231258,1
46,Male,Lahore,84.25,54,Month-to-Month,7,2020-07-24 20:20:54.054054,4544.5925758518,0
31,Female,Peshawar,127.67,50,Two Year,1,2020-07-26 16:12:58.378378,6394.545840407195,0
45,Female,Lahore,63.58,35,Month-to-Month,6,2020-07-28 12:05:02.702702,2222.907424333544,1
22,Female,Karachi,42.59,25,One Year,5,2020-07-30 07:57:07.027027,1047.8345966768277,0
64,Male,Lahore,112.56,28,Two Year,8,2020-08-01 03:49:11.351351,3183.228724491555,0
66,Female,Peshawar,127.38,15,Two Year,6,2020-08-02 23:41:15.675675,1879.0251655397738,0
47,Male,Lahore,33.08,4,Two Year,0,2020-08-04 19:33:20.000000,97.291108674268,0
63,Female,Karachi,51.18,27,One Year,7,2020-08-06 15:25:24.324324,1415.9334692704676,0
69,Male,Karachi,38.46,26,Month-to-Month,9,2020-08-08 11:17:28.648648,975.079581671883,1
22,Male,Karachi,65.23,19,Month-to-Month,2,2020-08-10 07:09:32.972972,1246.044101403759,1
29,Female,Peshawar,78.55,17,Two Year,1,2020-08-12 03:01:37.297297,1318.2835940118237,0
33,Female,Peshawar,117.35,43,One Year,2,2020-08-13 22:53:41.621621,5045.472435088668,0
43,Male,Islamabad,104.65,41,One Year,5,2020-08-15 18:45:45.945945,4256.98554407667,0
43,Female,Peshawar,100.72,42,One Year,2,2020-08-17 14:37:50.270270,4198.210562362545,0
65,Male,Karachi,65.81,50,One Year,9,2020-08-19 10:29:54.594594,3249.513393909486,0
38,Male,Karachi,129.39,40,One Year,4,2020-08-21 06:21:58.918918,5217.766505493072,0
56,Male,Peshawar,81.27,39,Month-to-Month,5,2020-08-23 02:14:03.243243,3178.1242417125663,1
53,Male,Lahore,147.28,23,Month-to-Month,7,2020-08-24 22:06:07.567567,3433.3675411896834,1
50,Male,Peshawar,102.44,52,Month-to-Month,6,2020-08-26 17:58:11.891891,5378.149328227199,1
47,Female,Peshawar,36.41,47,Two Year,7,2020-08-28 13:50:16.216216,1688.274283643216,0
54,Male,Karachi,107.9,63,One Year,2,2020-08-30 09:42:20.540540,6841.7792492194285,0
40,Male,Islamabad,62.26,69,Two Year,3,2020-09-01 05:34:24.864864,4295.233963903328,0
27,Female,Karachi,109.22,43,One Year,5,2020-09-03 01:26:29.189189,4688.526324726037,0
22,Male,Islamabad,29.05,48,Month-to-Month,6,2020-09-04 21:18:33.513513,1457.0183548330388,0
53,Female,Karachi,42.73,34,Two Year,8,2020-09-06 17:10:37.837837,1480.5084231407716,0
51,Female,Peshawar,131.25,40,Month-to-Month,0,2020-09-08 13:02:42.162162,5232.378787246814,0
69,Female,Karachi,49.53,61,One Year,7,2020-09-10 08:54:46.486486,3045.769665776332,0
48,Male,Karachi,128.82,50,One Year,7,2020-09-12 04:46:50.810810,6377.714367391521,0
27,Male,Karachi,56.31,67,One Year,5,2020-09-14 00:38:55.135135,3785.135649056981,0
36,Male,Peshawar,103.57,62,Month-to-Month,3,2020-09-15 20:30:59.459459,6346.36042245709,0
49,Female,Peshawar,110.24,58,One Year,2,2020-09-17 16:23:03.783783,6344.7000187065905,0
18,Male,Peshawar,86.65,33,Month-to-Month,2,2020-09-19 12:15:08.108108,2888.6819849134563,0
22,Female,Peshawar,59.69,16,Two Year,5,2020-09-21 08:07:12.432432,821.5277001286595,1
62,Male,Islamabad,47.64,48,One Year,7,2020-09-23 03:59:16.756756,2376.845592953738,0
21,Female,Islamabad,24.31,10,One Year,6,2020-09-24 23:51:21.081081,284.82463603523007,0
33,Male,Lahore,59.51,38,One Year,0,2020-09-26 19:43:25.405405,2169.4533438755134,0
41,Male,Peshawar,104.91,19,Two Year,5,2020-09-28 15:35:29.729729,2113.2149303346614,0
33,Male,Islamabad,141.98,36,One Year,6,2020-09-30 11:27:34.054054,5244.985194624301,0
19,Female,Karachi,133.26,59,Month-to-Month,6,2020-10-02 07:19:38.378378,7853.315417050512,1
66,Female,Peshawar,119.59,63,Month-to-Month,8,2020-10-04 03:11:42.702702,7487.845546764988,1
45,Male,Lahore,122.5,46,One Year,9,2020-10-05 23:03:47.027027,5719.315178710143,0
49,Male,Lahore,106.45,3,One Year,4,2020-10-07 18:55:51.351351,302.1604931279871,0
44,Female,Lahore,53.84,65,Two Year,0,2020-10-09 14:47:55.675675,3507.651975390643,0
