age,annual_income,monthly_spend,tenure_months,num_products,satisfaction_score,is_active_member,has_credit_card,gender,city_segment,customer_churn
37,68607.27886052796,419.8196395483139,27,2,2,1,1,Male,Urban,1
64,51878.901267180656,94.8539864303842,6,3,3,1,1,Female,Suburban,1
22,89525.859112979,204.82171676892585,21,1,5,1,1,Male,Suburban,1
56,96583.71005963263,493.30371630862226,21,1,2,0,1,Male,Rural,1
56,74891.13310645707,360.16475656096463,6,1,2,0,1,Female,Suburban,1
37,84473.27022688181,52.070837123950355,50,3,5,1,1,Male,Urban,1
31,89839.19993627621,465.36059005773467,12,2,5,1,1,Male,Urban,1
18,87601.98632809028,243.8704073906187,61,3,2,1,1,Female,Rural,1
66,77281.98354225248,517.5843780227397,35,3,2,0,1,Male,Urban,1
67,76966.94094149765,307.70300499548205,53,2,2,0,1,Male,Urban,1
30,75393.21146693005,348.6589360428742,28,4,1,1,1,Female,Suburban,1
19,43053.24650905913,485.0536410028308,14,4,3,0,1,Male,Suburban,1
24,79014.46313719172,194.35098408034727,17,1,2,0,1,Female,Suburban,1
21,37883.72057746892,181.00144690324845,48,4,5,0,1,Male,Urban,0
61,49108.0108974989,292.490221144265,53,1,1,1,1,Male,Rural,1
64,91071.30135616174,435.8041919469711,23,1,4,1,1,Male,Urban,1
25,81804.40325388395,133.6771846341113,29,3,3,0,0,Male,Rural,1
56,94747.96579371725,86.47515601552647,68,1,4,1,1,Female,Suburban,1
27,59566.51232625415,435.32092978613093,62,2,1,0,1,Female,Urban,1
37,41955.023174464644,235.5830362406195,33,1,3,0,0,Female,Suburban,1
49,60191.25605859314,265.08835819116035,21,2,4,1,1,Female,Urban,1
55,67040.62594481149,60.046543728376776,25,4,2,1,1,Male,Rural,1
63,66579.7743268002,224.9428959907225,41,4,5,1,0,Female,Urban,1
20,87673.60957513403,318.9405784716389,43,1,3,1,1,Male,Suburban,1
28,57774.59149993109,450.2529000672049,18,3,2,0,0,Male,Urban,1
32,72040.68943605848,212.02777672715058,10,2,1,0,1,Male,Suburban,1
34,45227.45701130788,552.0326568325495,38,2,1,1,1,Female,Suburban,1
69,74006.34556087626,224.1621566148279,58,3,3,0,1,Male,Urban,1
58,65062.171003712734,224.36714777807555,16,4,3,1,1,Female,Rural,1
34,50003.73323430965,535.2300572656923,32,2,5,0,0,Male,Urban,1
68,60283.41275650294,349.6044213309484,16,1,4,1,1,Male,Urban,1
43,61316.48506969557,242.71653793837928,21,4,1,0,1,Female,Suburban,1
44,59596.89741325808,298.2813616347169,46,4,3,0,1,Male,Urban,1
40,100426.82484535367,509.4303008558883,24,2,3,1,1,Male,Suburban,1
25,63031.07995384241,525.2683947475955,23,3,1,0,1,Female,Rural,1
66,60122.077796453246,205.64895490216418,71,4,4,0,0,Male,Urban,1
18,23050.980847797167,314.05926658892486,17,3,3,1,1,Male,Suburban,0
27,47115.852960410455,332.62195587346025,18,2,1,0,0,Female,Urban,1
29,59738.53151087294,181.92638452767633,67,4,3,0,1,Female,Urban,1
32,51282.94647646714,312.2040926290008,42,4,4,0,1,Male,Urban,1
24,92634.15186755593,320.74520046323806,8,3,2,1,1,Female,Urban,1
18,61701.244492075624,479.629327051143,34,1,2,0,1,Male,Suburban,1
53,90768.88498636504,489.0395039635681,43,2,1,0,1,Male,Rural,1
68,66234.09268100736,273.9106842297389,22,3,2,0,1,Male,Rural,1
24,65744.55672843153,290.04655985948636,42,2,5,1,0,Female,Urban,1
33,63224.07104574998,413.00092228778897,48,3,4,1,0,Male,Rural,1
44,65075.925032429186,238.0736171502184,22,3,1,0,0,Male,Suburban,1
66,99375.90006099718,402.40962124323636,59,1,3,1,0,Female,Suburban,1
54,18607.785464975634,307.69309176830996,35,3,1,1,0,Female,Rural,0
57,24969.08511122642,184.2841991165931,69,3,3,1,1,Male,Suburban,0
48,54136.58337887772,186.0428601968495,11,1,1,0,1,Female,Urban,1
39,65290.55763875138,522.5882174443543,27,3,4,1,0,Male,Suburban,1
28,78802.08849528024,298.1009929199382,53,3,3,0,0,Female,Rural,1
62,74461.7439605495,549.6495731457635,65,1,4,0,0,Male,Rural,1
59,57315.0817423886,248.0909234999126,20,3,3,0,0,Male,Urban,1
19,85380.87386483524,360.7687281584091,70,2,2,0,1,Female,Rural,1
55,85603.90806305462,654.9747412225538,18,2,2,1,0,Female,Urban,1
22,68681.15662543131,171.96585574714092,33,3,2,0,0,Female,Rural,0
56,84253.15144973682,54.30597001403129,26,1,3,1,1,Female,Urban,1
60,70452.90526864257,500.12261838021266,34,1,3,0,0,Male,Urban,1
24,53770.33946434232,204.2467252449697,65,2,4,1,1,Female,Rural,1
40,78956.3367800001,317.10110902512724,54,4,1,0,0,Female,Suburban,1
24,67212.26245157355,237.97145053677812,58,1,2,0,1,Female,Urban,1
47,65026.79693508974,357.5427893337443,22,4,5,1,0,Male,Urban,1
66,94459.07144379149,186.9249309939961,68,1,5,0,1,Male,Urban,1
22,15982.55742919827,294.80838769633715,34,2,5,1,1,Female,Urban,0
38,36646.31659680861,382.9741457179148,49,2,2,1,1,Female,Rural,1
68,41258.5914725126,178.83675592160333,52,2,1,1,1,Male,Urban,1
33,57734.78704862389,221.98823584957557,49,1,1,1,1,Male,Urban,1
24,59907.836604679396,271.36640329620553,45,4,1,0,0,Male,Rural,1
43,34853.487044539055,119.96583920832106,37,2,5,0,1,Male,Rural,0
44,45296.83935378348,260.8414624081755,48,4,5,1,0,Female,Urban,1
52,47783.166429528595,336.63151558640624,65,3,5,0,1,Female,Suburban,1
34,114148.48184151785,264.06314817762,31,3,4,0,1,Female,Suburban,1
67,101034.83895494294,282.00729098955856,39,2,2,0,0,Female,Suburban,1
45,56765.011646307015,317.21376607307803,17,3,3,1,1,Male,Urban,1
32,57728.33419386402,228.19591525947604,29,4,5,0,1,Female,Rural,1
67,42015.920056234114,416.7487592213628,56,4,5,1,0,Male,Rural,1
66,26837.391735494668,521.0369374722486,48,4,3,0,0,Male,Rural,1
43,62662.39627182952,254.98674509263722,19,1,5,0,1,Male,Rural,1
19,45042.96033511948,387.927752406879,42,3,2,0,0,Male,Urban,1
49,63302.98936675981,286.4535982391494,59,2,3,1,1,Male,Suburban,1
46,32995.88301913045,371.16822830539064,14,4,5,1,1,Male,Rural,0
25,49760.51083379485,539.2091343684556,10,4,2,0,1,Male,Suburban,1
50,67972.54190605662,391.2123360225338,31,4,4,1,1,Male,Rural,1
61,72324.19195567875,71.72196456664471,49,1,3,1,1,Female,Suburban,1
23,73349.43917484028,383.55938840257426,26,2,2,0,0,Female,Rural,1
55,38590.22031685925,492.6009240632613,60,3,2,0,1,Male,Rural,1
25,82093.71460271123,288.9765362002656,61,3,4,1,1,Female,Suburban,1
56,48995.76606796299,459.3888728564965,41,2,3,1,1,Female,Rural,1
39,77657.15829214612,223.38382423872758,31,1,2,0,1,Male,Suburban,1
18,64787.22646763614,112.02451766688168,8,1,4,1,1,Male,Urban,0
68,37472.250018441046,339.7636626365696,60,3,1,1,0,Male,Suburban,1
26,58676.04590837624,74.09325909551603,65,2,1,1,1,Female,Rural,1
48,72307.27484127536,286.43205819489714,35,2,5,1,1,Male,Urban,1
27,77259.30760949198,500.15791677037043,40,4,4,0,1,Male,Urban,1
66,62180.24205111163,52.633193195520676,55,1,3,1,1,Female,Suburban,1
56,95635.57781202106,140.8704485720543,51,4,1,1,0,Female,Suburban,1
59,85150.21541973118,175.51548567737913,14,2,3,1,0,Female,Suburban,1
40,59866.91767200494,311.1352196404656,50,4,3,1,1,Male,Suburban,1
42,80002.43624273888,268.7996500095307,67,4,3,1,1,Male,Suburban,1
50,103675.86970376375,515.8790934374522,55,3,1,0,1,Male,Urban,1
58,104209.69201566055,453.6087660728376,37,2,3,0,1,Male,Urban,1
62,40440.00238355005,389.3382124496037,40,1,3,1,1,Female,Rural,1
18,46469.33777685699,340.3882440081439,23,1,2,1,1,Male,Suburban,1
52,94698.37573467701,375.0521687778758,49,4,1,1,0,Female,Rural,1
23,43834.378983247254,199.3224702561275,21,1,5,1,1,Male,Suburban,0
32,38549.17733416642,440.00944949792574,28,2,4,0,1,Female,Urban,1
61,55276.11738601906,164.31380438971186,23,2,4,1,1,Female,Suburban,1
31,73404.53418949171,436.9527791463123,28,3,4,0,0,Male,Rural,1
59,62952.065867778074,486.0599502966363,30,4,4,0,1,Female,Rural,1
42,51988.72759188816,349.5210442923322,11,3,1,1,1,Female,Urban,1
30,51515.750765509816,295.33017174532336,53,4,3,0,0,Male,Rural,1
35,50753.258711745824,376.0433871633543,35,3,5,1,1,Male,Suburban,1
45,47409.80742682115,40.0,68,2,2,1,0,Female,Urban,0
57,110632.65754552124,362.31615058796456,17,1,5,0,1,Female,Suburban,1
49,70950.2214237111,304.130440302427,50,1,1,1,1,Male,Urban,1
66,82735.18108809477,312.91206417202125,17,2,2,0,0,Male,Urban,1
63,55218.45063762153,418.91455180569585,42,1,2,0,1,Male,Rural,1
57,61280.86645627902,309.53235098093813,38,2,4,1,1,Female,Rural,1
49,50728.9203725929,160.37104006883789,35,2,1,0,1,Female,Suburban,1
33,15000.0,300.2036260844471,49,2,2,1,0,Male,Rural,0
39,37439.814463042676,329.45776777131545,60,4,4,0,0,Male,Rural,1
24,28787.626400392102,336.0907476213418,26,4,2,1,1,Female,Suburban,1
37,20004.324440967852,342.6687114199095,62,3,5,1,0,Male,Urban,0
66,41092.82051403794,465.51166628859744,18,1,5,1,1,Female,Suburban,1
40,91499.11358763262,167.95516257521933,25,2,2,0,1,Female,Urban,1
23,64111.27664591291,344.598063863079,26,3,3,1,1,Female,Rural,1
51,90811.27524642348,500.59015780655375,68,3,2,0,1,Female,Suburban,1
68,73219.65153801751,77.15439042879265,13,2,2,1,0,Female,Rural,1
63,80651.17651430318,345.1505353092075,32,2,4,1,1,Male,Rural,1
32,46982.0600939085,238.04700972377393,34,2,2,1,1,Female,Suburban,1
41,75479.01908385342,268.10054617376534,58,3,1,1,1,Female,Rural,1
45,79574.28468148691,193.3269495499809,38,1,2,0,0,Female,Rural,1
30,53467.05415532614,296.2628998019378,69,3,5,1,0,Male,Rural,1
31,76190.80741232332,577.7757860197667,54,1,2,0,1,Female,Urban,1
30,76323.75517149665,142.9797494351901,52,3,2,0,1,Female,Suburban,1
69,54008.94757739834,156.25459965296417,55,4,4,1,1,Male,Rural,1
56,42544.631354580095,137.72916017710935,16,3,1,0,1,Male,Rural,1
61,41317.43336203456,561.8385601279341,35,2,2,0,0,Female,Suburban,1
60,66730.11083842923,255.27244122701984,44,4,1,0,1,Female,Urban,1
67,71540.1973757863,316.4105315513256,19,3,5,1,1,Female,Urban,1
23,49149.48339084171,263.61038824512644,13,2,5,0,1,Male,Suburban,0
63,65531.70682652197,187.7807970235672,14,1,4,0,1,Male,Suburban,1
21,76410.74072276971,287.078909473979,58,1,2,1,0,Female,Rural,1
42,77363.81429330602,664.1541048031183,49,1,4,0,1,Male,Urban,1
48,96037.60240244977,514.8899289363957,24,1,4,1,1,Female,Suburban,1
36,90539.61664396086,200.58870550908188,54,3,5,0,1,Female,Urban,1
25,44974.171344869115,410.66037442863603,51,3,1,0,0,Male,Rural,1
27,98671.72419076045,203.5868118267073,59,4,4,0,0,Female,Urban,1
60,54380.4699088857,71.3085305615291,66,3,1,0,1,Female,Urban,1
34,85897.45624908854,462.7315284730481,64,4,3,0,1,Male,Urban,1
34,66359.73252102178,482.41299853009707,17,3,5,0,1,Male,Urban,1
66,56757.01243086065,466.44731514670593,56,2,1,1,1,Male,Suburban,1
25,28846.062804501344,254.2188651092598,31,3,1,1,1,Female,Suburban,1
65,61568.709795673036,296.6513972397219,32,2,5,1,0,Male,Suburban,0
65,33812.33529388782,424.96717751213725,48,2,1,1,0,Male,Rural,1
49,84345.98471685546,374.809445228735,45,2,4,0,1,Male,Suburban,1
26,95335.85314278497,264.8907540184138,33,3,3,0,1,Male,Urban,1
26,49061.780214066195,93.32994518345694,71,2,2,1,1,Male,Suburban,1
32,71039.41485038542,335.9425271798817,17,3,5,1,1,Female,Rural,1
48,50492.16955984049,471.06134949305584,12,4,5,0,1,Female,Suburban,1
25,52430.30539726421,152.337639535218,7,2,2,1,1,Male,Urban,0
41,80489.89407730743,409.42631343463677,59,2,1,0,0,Female,Rural,1
24,64229.23476313175,366.41583731871697,32,2,1,0,1,Female,Rural,1
46,99792.96083862023,425.0207568525267,34,4,1,1,0,Male,Urban,1
19,55355.35042594158,442.076569960661,48,1,5,1,1,Female,Suburban,1
54,84986.72664948978,222.7748661304506,34,4,3,1,1,Female,Suburban,1
20,66948.26825915564,93.62568397690754,43,2,4,1,1,Male,Urban,1
28,80915.56019488466,245.3072664043969,9,4,2,1,0,Female,Urban,1
27,56056.84685340107,444.477824453781,16,4,5,1,1,Male,Rural,1
61,64008.82324896834,244.11945350636404,67,4,4,1,1,Female,Suburban,1
20,62690.0224140213,222.83393465993015,35,4,4,1,0,Female,Rural,1
40,48278.85770308426,65.01095213055063,17,1,3,1,0,Male,Suburban,0
48,78241.63069163506,565.3706576371314,30,3,4,0,1,Female,Suburban,1
44,78004.98011156729,435.5999097995434,28,1,3,1,1,Male,Rural,1
53,76871.09389811133,427.785437378467,24,2,2,0,1,Male,Urban,1
59,95739.31307835289,455.4815541491263,25,1,3,1,0,Female,Suburban,1
38,93986.89602472607,400.73917061607625,54,3,2,1,1,Male,Urban,1
61,57501.10620301729,285.7939602748659,13,3,5,1,1,Male,Urban,1
34,72461.04636868357,297.07302542289176,26,3,4,0,1,Female,Rural,1
69,52527.98621483575,260.14098895710254,36,1,4,1,1,Male,Urban,1
44,65467.10632229111,688.8637056181001,41,2,4,1,0,Female,Suburban,1
56,53005.0110176227,397.8276843819219,64,3,3,1,0,Male,Suburban,1
63,97401.40618272102,255.06793821079916,66,4,5,0,1,Female,Rural,1
59,72273.96300685925,385.16954838327916,25,4,2,1,0,Male,Suburban,1
62,60639.41743791156,178.47835150011554,41,1,3,1,1,Male,Rural,1
45,88872.37143712754,530.6309406024918,7,2,1,0,1,Female,Rural,1
20,21587.691804091766,227.45032658700038,46,1,2,1,1,Female,Rural,0
43,24717.94810269421,390.15196056714524,16,4,3,1,0,Male,Rural,0
27,80916.77310439548,469.2368681640388,10,1,3,0,1,Female,Urban,1
64,66209.36896234736,373.867596188699,50,4,5,1,1,Female,Urban,1
30,70008.92600521521,333.22579885474937,17,1,4,1,1,Male,Suburban,1
29,38472.07793362903,321.5122918798421,37,1,3,1,1,Male,Suburban,1
30,64535.32578299267,312.098246435805,12,4,3,1,0,Male,Rural,1
51,105070.18820802684,239.2622115501497,55,2,4,0,1,Female,Rural,1
47,81483.99239591726,257.0723198322414,56,2,4,0,1,Male,Urban,1
67,68394.13090285624,527.1426523111309,43,3,2,0,1,Female,Urban,1
39,56218.92179790125,304.80487142407804,61,2,3,1,1,Female,Urban,1
32,57108.542962612126,209.98852228641175,34,3,3,0,1,Male,Suburban,1
20,22416.042215999645,247.7183364393888,18,2,1,0,1,Male,Suburban,0
18,70152.80841842321,474.0518952976112,15,2,5,1,0,Female,Urban,1
37,81909.66216963707,414.58492864302696,20,2,3,0,0,Female,Rural,1
66,33487.6134565877,398.446084952516,19,1,2,0,0,Male,Urban,0
45,51771.66215386368,283.94703215262916,27,2,4,0,1,Female,Suburban,1
64,41850.70735533156,400.2707458242123,20,3,4,1,1,Male,Rural,1
23,45692.97610382473,229.9014425069093,45,1,5,1,1,Male,Urban,0
22,66069.632536438,283.65403561159155,15,1,1,0,1,Male,Rural,1
61,23311.956900230514,455.7726282348443,47,3,3,0,0,Female,Rural,1
23,77285.40876714129,442.398875048669,28,2,1,1,1,Female,Rural,1
20,80077.10139867365,182.53262156688754,51,1,3,1,1,Female,Urban,1
39,59977.94823926175,200.2262965927994,39,3,3,0,1,Female,Suburban,1
66,15385.82980030917,335.21830139387737,65,4,3,1,1,Male,Urban,0
53,45071.62747995221,561.6585324537314,35,1,5,1,1,Male,Suburban,1
23,89658.03868205393,51.82087697434082,25,1,3,0,1,Female,Rural,1
61,15000.0,358.9666115398706,44,2,3,1,1,Male,Rural,0
61,58049.53175612962,127.35393357975926,49,3,1,1,1,Female,Rural,1
59,41399.98443065482,231.19366090642362,34,1,2,1,1,Female,Suburban,1
64,81091.40603169674,268.9800214710062,42,4,5,0,0,Male,Rural,1
30,51497.720957130776,261.12883191883526,37,2,3,1,1,Female,Rural,1
68,73079.08041471223,245.26856844771083,26,1,5,0,1,Female,Rural,1
34,76309.20838338186,321.0089884526918,26,4,3,0,1,Male,Rural,1
59,101724.51679460041,245.06422067171903,65,1,3,0,1,Female,Suburban,1
48,60941.161126492596,115.25596612041863,50,1,3,1,0,Male,Urban,1
58,72520.88739245222,429.1817457531887,12,4,3,1,1,Male,Urban,1
50,35298.89041745128,425.40210340084326,69,3,1,1,0,Female,Rural,1
51,88808.27126587488,438.04440340317365,52,2,1,0,0,Female,Urban,1
50,49789.82303857271,104.29717052302854,9,3,3,0,1,Male,Urban,1
58,53784.91671824509,361.84854136178114,54,3,3,0,1,Female,Rural,1
56,64555.04410301578,414.6370398129693,44,3,3,1,1,Female,Suburban,1
24,33742.31309320301,175.63171041845808,66,1,3,1,1,Female,Rural,0
60,69575.40057857876,321.28425474549806,38,3,2,0,1,Female,Urban,1
45,84349.32545850021,303.7226696565488,40,2,4,1,1,Male,Suburban,1
34,70858.67646994583,577.9010921995568,26,4,4,0,1,Female,Suburban,1
44,33222.0487164255,589.4294451817602,27,3,1,1,1,Male,Suburban,1
68,62523.81411340681,86.99010493377187,46,1,3,0,1,Male,Suburban,1
62,79840.57805958981,669.1497808019185,60,4,4,0,1,Male,Urban,1
61,27440.224680681844,191.86839903853465,64,2,4,1,0,Male,Rural,0
42,43504.67972364572,457.2942612058396,56,2,2,1,1,Female,Urban,1
58,82530.8720816304,455.8697173209223,46,4,5,0,1,Female,Suburban,1
38,70401.90868394573,180.60336824214704,39,4,4,1,0,Female,Rural,1
53,73239.43164253508,389.05749113747385,28,4,3,1,1,Male,Suburban,1
51,102189.89615246623,304.94527580275104,56,3,4,1,1,Female,Urban,1
30,74371.05557012405,397.6062006485347,26,4,5,1,1,Male,Urban,1
31,78157.76020866359,352.2941223332876,23,1,2,0,1,Male,Suburban,1
21,119214.91054436652,487.4875279518346,63,3,1,1,0,Male,Suburban,1
25,60723.90883819018,330.5559360404487,44,2,3,1,1,Female,Rural,1
40,49042.3447276301,296.49763028031646,29,2,1,0,1,Male,Urban,1
42,73555.92796494266,473.44899262800527,63,1,5,1,1,Female,Suburban,1
26,73779.8205877779,401.25543508020445,69,1,5,1,1,Female,Urban,1
39,54465.692161075836,422.4538752049243,26,2,4,0,1,Female,Suburban,1
49,44352.059608903044,226.95786588379644,40,4,5,0,0,Male,Suburban,1
30,111196.88844180157,173.66321060421365,37,3,1,0,1,Female,Urban,1
35,71536.86940776046,240.51889994462178,52,2,4,0,1,Male,Urban,1
37,50354.29237195849,233.08500600471757,68,2,3,1,1,Female,Urban,1
44,83318.60604559197,430.067897611408,42,3,2,1,0,Female,Suburban,1
37,62817.09696877331,456.63776704116725,58,1,2,0,1,Male,Urban,1
56,59942.37107364337,298.28175946546395,45,3,3,0,1,Male,Urban,1
35,76245.45743828986,520.3286626354093,64,3,4,0,1,Female,Urban,1
40,39162.3546353662,511.5857151271182,32,1,1,1,0,Male,Urban,1
37,72052.54407834345,354.0758482960755,31,3,4,1,1,Female,Urban,1
27,103259.09615463504,204.93515198397438,33,3,5,1,0,Female,Suburban,1
53,74323.55324394621,540.5527309209756,71,3,1,0,1,Female,Urban,1
30,57475.75792433071,311.45757085602287,46,2,5,0,0,Female,Urban,1
33,54857.89439143516,337.66312750033643,16,3,4,1,0,Male,Urban,1
59,56793.20053309781,272.4552964150804,8,4,2,1,1,Female,Urban,1
67,59920.74643904438,195.42935431839234,40,1,4,1,1,Female,Urban,1
52,57443.86934483456,114.39047975585913,59,3,4,1,1,Male,Urban,1
65,83326.22882149133,408.6015652980203,37,3,4,0,1,Male,Rural,1
62,30335.817935820334,210.32385245447313,42,2,1,0,1,Male,Rural,1
43,82240.00100824269,748.3343720595553,58,2,1,1,1,Male,Urban,1
58,57406.26949714878,167.94969843425295,40,4,4,0,0,Male,Urban,1
35,72538.95571390745,143.9664535026082,65,2,2,0,1,Male,Suburban,1
41,42460.24179598273,391.4194201858818,48,3,2,1,1,Female,Rural,1
45,91572.62133698873,534.1038870554214,54,1,3,1,1,Male,Rural,1
67,89912.69920343746,329.04255197205106,57,4,4,1,1,Male,Rural,1
62,84191.81051500147,400.1139388262184,47,3,1,1,1,Male,Urban,1
43,34704.90448412921,61.903361555780634,9,4,5,1,1,Female,Suburban,0
51,81582.42142132105,225.14838360315264,34,3,3,0,1,Male,Suburban,1
28,73097.10175271418,169.69379792074062,15,2,1,1,0,Male,Suburban,1
59,32894.575057348644,54.69358100729664,39,2,1,1,1,Female,Rural,0
46,64514.05232458369,336.3772327633442,15,3,5,0,0,Male,Urban,1
45,72290.68978066526,40.0,39,4,1,1,1,Male,Suburban,1
57,76121.50547646302,134.89256474775718,28,1,3,0,1,Female,Urban,1
50,68545.22733897711,244.79286883812148,7,4,4,0,1,Female,Urban,1
21,70824.6283369476,203.6199829668493,14,4,3,0,1,Female,Urban,1
32,94472.22784506192,375.4971903089895,39,1,2,0,0,Female,Rural,1
27,89520.6781982136,362.7812268663472,11,1,1,0,1,Male,Suburban,1
56,15000.0,445.13182443096395,62,3,4,0,1,Female,Rural,1
19,58651.22890324636,425.3337225797749,56,4,3,1,0,Male,Rural,1
28,61706.979449120976,479.7137905105933,52,2,1,1,1,Male,Suburban,1
49,29958.028545460576,319.7314239987324,17,3,1,1,0,Female,Rural,1
54,66883.66116464624,362.4853661143338,58,4,3,1,1,Male,Urban,1
44,89975.15544821013,391.6119182686868,47,2,1,1,0,Male,Rural,1
62,43268.64280818819,339.8319376347436,31,1,2,1,1,Female,Urban,1
65,71728.01877379745,264.39279661160964,6,4,1,1,1,Male,Suburban,1
24,46683.530454071246,273.45804519243217,40,2,4,1,1,Female,Rural,1
67,51561.759526406466,205.54182423380485,58,2,4,1,1,Male,Rural,1
49,94547.8726834007,379.02635618737617,8,2,4,0,0,Female,Urban,1
51,54148.8435977635,306.8378756280782,9,3,1,0,1,Male,Rural,1
22,74244.2497802125,227.15567491085292,31,2,2,0,1,Male,Urban,1
50,27575.63767878026,227.28572529455704,39,3,2,1,1,Male,Rural,0
55,102246.3512278976,150.5441781104096,37,3,4,0,0,Female,Suburban,1
48,77053.04892612998,457.0377877732079,34,1,5,0,1,Male,Urban,1
22,61350.003146994764,331.00647373445025,22,2,2,1,0,Female,Rural,1
45,76510.93019999789,199.20799725974217,9,1,4,0,1,Male,Rural,1
66,36803.611421043795,433.19668494428254,8,1,3,1,0,Female,Urban,1
55,88650.61483505314,241.5371666287878,12,4,5,0,1,Female,Urban,1
25,58520.304490071394,123.08991221828742,51,3,1,0,1,Female,Urban,1
67,60918.60969903131,462.9711204906786,57,3,5,1,1,Male,Suburban,1
67,55166.88770069031,244.80642146074416,34,4,3,0,1,Female,Suburban,1
26,53386.971945088306,262.7541273707695,11,3,2,1,0,Female,Rural,1
59,78893.41223256817,325.7652028488848,33,4,1,1,0,Female,Rural,1
39,70118.13700208446,479.9624911906161,71,3,5,1,1,Male,Urban,1
48,78034.9628280608,322.80522072128366,22,2,5,1,0,Female,Suburban,1
41,64824.10621028857,152.12360233966777,38,3,1,1,1,Female,Rural,1
58,75263.99622154362,396.1427805757052,41,2,3,0,1,Female,Rural,1
69,56623.02512149923,252.10143860335864,27,4,4,1,1,Male,Urban,1
59,109594.63682819097,584.3093560141253,34,1,3,1,1,Female,Urban,1
66,33641.391671390025,319.8432389202954,37,4,1,0,1,Female,Urban,1
67,90218.74647125968,40.0,37,4,2,1,1,Male,Suburban,1
22,92358.14901441941,370.03109610179433,53,1,2,1,1,Female,Suburban,1
31,47956.82388068813,592.243690916432,44,3,2,0,0,Female,Suburban,1
55,109585.47221111947,540.6288403963546,9,4,5,0,0,Male,Urban,1
48,84909.80565890636,576.3336004259191,6,3,2,1,1,Female,Suburban,1
20,84422.78013645823,177.2335740465951,33,2,4,1,1,Female,Urban,1
22,65560.44374051753,447.70133543674905,65,4,5,0,0,Male,Suburban,1
45,60655.47683562647,218.92076443686037,8,3,4,0,1,Female,Urban,1
50,60811.82345920784,351.4005159183694,10,1,4,1,0,Male,Rural,1
26,72810.61192639034,141.78665997643745,50,1,1,1,1,Male,Suburban,1
26,93023.72550067792,229.77619291641972,35,3,1,1,1,Female,Urban,1
24,68626.28435722839,225.32546236909386,21,2,4,0,1,Female,Rural,1
47,46771.12753725419,445.7977392199663,19,1,4,0,0,Female,Rural,1
18,81488.5412476996,432.10067703375177,49,4,4,0,0,Female,Urban,1
47,83423.01492789584,358.7547621063149,40,1,3,1,1,Male,Urban,1
42,78093.19056895572,130.94100147224603,48,1,3,0,0,Female,Urban,1
42,79909.97813049966,276.3704792470392,24,2,1,0,0,Male,Suburban,1
53,59581.43739684384,215.54369238801837,40,1,2,1,1,Male,Suburban,1
45,46420.21665738841,441.75460593722875,62,2,3,0,0,Male,Suburban,1
55,47636.1313871844,484.94587939440584,26,4,1,1,1,Female,Suburban,1
57,32290.73503084284,467.8939820443236,32,4,1,1,1,Female,Suburban,1
65,69738.972230919,214.2692812816171,16,4,1,0,1,Male,Urban,1
59,63331.02433546813,40.0,48,2,2,1,0,Female,Urban,0
44,56200.24590940583,72.6253342617924,8,1,5,0,0,Female,Rural,1
43,15000.0,519.0277769315092,22,4,4,1,1,Female,Rural,1
30,40053.65060611662,263.82430849522467,53,2,5,1,1,Female,Rural,0
49,87416.81302806333,214.89855344288424,7,3,2,1,1,Male,Rural,1
25,51707.479998737384,549.9724410810727,71,1,3,1,0,Male,Suburban,1
66,72211.83355313682,497.12239236836575,32,3,5,1,0,Female,Rural,1
61,37186.291400494876,323.42282106877013,32,3,2,0,1,Female,Rural,1
24,93774.10964718462,278.92356725104366,41,4,4,1,1,Female,Rural,1
58,62119.44679890647,301.50583020616244,48,1,4,1,1,Male,Urban,1
24,70800.8079296707,351.80279177424524,36,2,5,0,1,Female,Urban,1
55,111515.59583763371,544.0066193847451,64,4,5,1,1,Male,Suburban,1
22,95328.80201178807,379.14543939321175,69,2,4,0,1,Male,Suburban,1
43,58868.687574258845,421.6440646254798,19,3,3,1,1,Male,Rural,1
52,53135.596302592814,483.697815269824,52,1,5,1,1,Male,Urban,1
55,58489.09976960936,156.24535985658136,25,3,4,0,0,Male,Rural,1
39,75197.96496953072,425.680664946366,71,2,2,0,1,Female,Rural,1
65,62895.51731498258,278.7603743473744,22,3,4,0,1,Male,Rural,1
58,57095.11709993057,40.0,25,4,3,1,0,Male,Urban,0
28,94343.62501418084,40.0,53,3,2,1,0,Male,Urban,1
52,62715.80216444326,177.46353438738402,58,2,3,0,1,Female,Urban,1
55,110991.78186074639,394.3712520029614,14,1,4,0,1,Female,Rural,1
35,66814.85127504346,335.9319391476415,42,2,5,0,1,Female,Rural,1
56,100706.36788449454,345.811339004593,28,4,3,0,1,Female,Suburban,1
64,72146.38845421253,593.1320875761369,46,1,1,0,1,Male,Urban,1
60,84259.21146498896,142.32745391962627,42,3,5,1,1,Male,Suburban,1
57,50507.778969645515,316.1593304142787,71,2,3,0,1,Male,Rural,1
50,47924.81554825176,362.62097319393416,67,2,2,1,1,Male,Suburban,1
32,74194.11910029975,216.92176368463305,49,3,4,1,1,Female,Urban,1
59,84771.0648493063,323.96574431161173,50,2,2,0,1,Male,Suburban,1
36,65805.13004000926,96.0070932281917,65,2,2,1,1,Female,Suburban,1
45,39272.13329832606,517.3868704185039,18,3,5,1,1,Male,Suburban,1
34,37794.83267421346,224.57396264573927,53,4,5,0,0,Male,Rural,0
